raceId,driverId,total_points,total_wins,standing_position
468,192,0,0,21
471,200,0,0,21
671,361,0,0,21
771,592,0,0,21
820,721,0,0,21
877,808,0,0,21
937,825,0,0,21
1040,154,0,0,21
1125,858,0,0,21
102,45,0,0,22
103,41,0,0,22
147,60,0,0,22
155,58,0,0,22
203,68,0,0,22
593,265,0,0,22
685,390,0,0,22
687,262,0,0,22
712,408,0,0,22
981,18,0,0,22
1112,817,0,0,22
216,82,0,0,23
322,88,0,0,23
359,163,0,0,23
539,197,0,0,23
550,119,0,0,23
713,309,0,0,23
717,423,0,0,23
735,437,0,0,23
818,729,0,0,23
339,808,0,0,23
874,819,0,0,23
914,827,0,0,23
78,19,0,0,24
304,129,0,0,24
322,151,0,0,24
379,166,0,0,24
561,197,0,0,24
574,256,0,0,24
642,312,0,0,24
17,153,0,0,24
671,356,0,0,24
683,368,0,0,24
701,407,0,0,24
723,435,0,0,24
734,438,0,0,24
778,597,0,0,24
782,533,0,0,24
106,46,0,0,25
306,103,0,0,25
318,81,0,0,25
415,112,0,0,25
550,239,0,0,25
17,69,0,0,25
693,398,0,0,25
249,95,0,0,26
296,128,0,0,26
298,128,0,0,26
319,81,0,0,26
363,138,0,0,26
467,197,0,0,26
471,110,0,0,26
500,158,0,0,26
534,233,0,0,26
550,258,0,0,26
564,239,0,0,26
588,289,0,0,26
736,437,0,0,26
783,607,0,0,26
819,669,0,0,26
805,615,0,0,26
368,138,0,0,27
402,167,0,0,27
633,347,0,0,27
355,32,0,0,27
312,65,0,0,28
332,146,0,0,28
335,147,0,0,28
410,158,0,0,28
435,112,0,0,28
440,189,0,0,28
478,201,0,0,28
558,239,0,0,28
601,323,0,0,28
733,455,0,0,28
816,509,0,0,28
264,111,0,0,28
326,127,0,0,29
446,185,0,0,29
566,232,0,0,29
584,251,0,0,29
758,557,0,0,29
818,732,0,0,29
416,110,0,0,30
552,251,0,0,30
627,317,0,0,30
736,466,0,0,30
787,449,0,0,30
265,107,0,0,31
266,107,0,0,31
599,298,0,0,31
717,432,0,0,31
723,423,0,0,31
745,437,0,0,31
767,586,0,0,31
815,696,0,0,31
324,114,0,0,32
379,146,0,0,32
381,163,0,0,32
417,158,0,0,32
432,157,0,0,32
459,168,0,0,32
507,225,0,0,32
553,235,0,0,32
558,251,0,0,32
727,435,0,0,32
811,693,0,0,32
758,501,0,0,32
367,78,0,0,33
382,163,0,0,33
433,122,0,0,33
480,170,0,0,33
540,232,0,0,33
572,275,0,0,33
757,549,0,0,33
324,140,0,0,34
334,101,0,0,34
463,168,0,0,34
536,158,0,0,34
559,205,0,0,34
476,207,0,0,35
491,205,0,0,35
541,247,0,0,35
604,321,0,0,35
809,654,0,0,35
333,92,0,0,36
790,629,0,0,36
314,142,0,0,37
613,335,0,0,37
639,347,0,0,37
748,525,0,0,37
728,376,0,0,37
359,164,0,0,38
366,160,0,0,38
604,296,0,0,38
270,88,0,0,39
271,92,0,0,39
556,252,0,0,39
829,699,0,0,39
552,219,0,0,40
676,293,0,0,40
838,795,0,0,41
596,315,0,0,42
603,267,0,0,43
704,417,0,0,44
787,427,0,0,44
828,615,0,0,44
829,654,0,0,44
572,242,0,0,45
810,664,0,0,45
831,534,0,0,45
599,259,0,0,46
726,444,0,0,46
589,277,0,0,47
601,315,0,0,47
772,516,0,0,47
788,498,0,0,47
811,626,0,0,47
555,263,0,0,48
587,299,0,0,48
790,639,0,0,48
800,509,0,0,48
819,725,0,0,48
823,658,0,0,48
588,299,0,0,49
753,524,0,0,49
556,263,0,0,50
744,490,0,0,50
745,486,0,0,50
762,558,0,0,50
782,608,0,0,50
831,775,0,0,50
797,625,0,0,52
839,659,0,0,52
760,478,0,0,53
778,565,0,0,53
795,631,0,0,54
800,805,0,0,55
603,219,0,0,56
757,536,0,0,56
752,532,0,0,57
771,585,0,0,57
779,560,0,0,57
602,324,0,0,58
779,556,0,0,59
831,700,0,0,59
814,654,0,0,61
754,530,0,0,62
824,738,0,0,62
794,449,0,0,63
835,611,0,0,64
749,503,0,0,65
753,502,0,0,65
761,511,0,0,65
763,540,0,0,66
782,565,0,0,66
752,505,0,0,67
762,553,0,0,67
816,455,0,0,67
811,593,0,0,68
822,627,0,0,69
806,456,0,0,70
836,731,0,0,70
750,504,0,0,71
822,715,0,0,72
751,483,0,0,74
753,503,0,0,74
822,748,0,0,74
774,587,0,0,75
772,588,0,0,78
824,715,0,0,81
832,772,0,0,82
798,615,0,0,83
804,512,0,0,83
815,628,0,0,86
816,797,0,0,86
807,512,0,0,88
804,678,0,0,91
816,667,0,0,104
321,138,1,0,6
193,21,1,0,9
422,140,1,0,10
720,430,1,0,10
1053,4,1,0,13
326,138,1,0,14
391,163,1,0,14
612,223,1,0,14
694,399,1,0,14
200,76,1,0,15
202,64,1,0,15
330,88,1,0,15
725,401,1,0,15
188,48,1,0,16
239,50,1,0,16
301,92,1,0,16
386,138,1,0,16
565,250,1,0,16
728,401,1,0,16
1076,848,1,0,16
186,37,1,0,17
381,94,1,0,17
395,112,1,0,17
489,175,1,0,17
50,20,1,0,18
263,100,1,0,18
965,836,1,0,18
311,141,1,0,19
697,399,1,0,19
403,163,1,0,20
967,838,1,0,20
751,376,1,0,21
654,327,1,0,22
272,109,1,0,24
754,541,1,0,25
755,513,1,0,27
498,152,2,0,5
290,110,2,0,6
544,207,2,0,7
292,110,2,0,9
546,255,2,0,9
900,826,2,0,9
485,158,2,0,10
635,341,2,0,10
327,131,2,0,11
681,387,2,0,11
827,658,2,0,11
593,222,2,0,12
279,112,2,0,13
282,112,2,0,14
487,202,2,0,15
796,498,2,0,15
64,37,2,0,16
9,7,2,0,16
11,7,2,0,16
1078,4,2,0,16
220,75,2,0,18
223,75,2,0,18
464,173,2,0,18
506,222,2,0,18
572,278,2,0,18
618,223,2,0,18
222,75,2,0,19
476,176,2,0,19
806,633,2,0,19
1092,849,2,0,20
369,84,2,0,23
158,35,3,0,4
108,49,3,0,6
226,22,3,0,7
827,627,3,0,8
179,71,3,0,9
391,138,3,0,10
788,607,3,0,12
790,606,3,0,12
797,555,3,0,12
133,56,3,0,13
248,84,3,0,13
281,121,3,0,13
440,123,3,0,13
488,207,3,0,13
624,250,3,0,13
733,356,3,0,13
396,170,3,0,14
745,482,3,0,14
736,347,3,0,15
698,360,3,0,16
1130,839,3,0,16
123,11,3,0,18
1114,825,3,0,18
755,511,3,0,20
513,187,4,0,4
777,418,4,0,5
225,30,4,0,6
392,110,4,0,8
948,822,4,0,8
1098,822,4,0,8
325,145,4,0,9
733,386,4,0,9
788,577,4,1,9
20,17,4,0,10
202,22,4,0,10
788,578,4,0,10
830,786,4,1,10
202,23,4,0,11
789,528,4,0,11
837,768,4,0,11
235,65,4,0,13
551,238,4,0,13
770,590,4,0,13
600,231,4,0,14
1078,20,4,0,14
47,11,4,0,15
222,25,4,0,15
402,156,4,0,15
975,826,4,0,15
65,3,4,0,16
506,117,4,0,16
539,223,4,0,16
674,312,4,0,16
368,94,4,0,19
225,57,5,0,4
146,44,5,0,9
705,356,5,0,9
184,71,5,0,10
248,57,5,0,10
310,90,5,0,10
313,90,5,0,10
805,658,5,0,10
415,84,5,0,11
338,22,5,0,11
617,332,5,0,13
882,807,5,0,13
156,44,5,0,14
267,49,5,0,14
451,172,5,0,14
642,314,5,0,14
980,836,5,0,16
981,836,5,0,16
559,223,5,0,17
482,172,5,0,18
559,175,5,0,18
982,836,5,0,18
561,231,6,0,3
544,231,6,0,4
731,401,6,0,5
810,498,6,0,6
592,182,6,0,7
395,138,6,0,8
470,199,6,0,8
248,56,6,0,9
580,223,6,0,9
636,224,6,0,9
212,22,6,0,10
507,206,6,0,10
369,140,6,0,11
340,808,6,0,12
252,56,6,0,13
65,17,6,0,15
768,578,7,0,6
780,578,7,0,6
266,44,7,0,8
170,49,7,0,9
626,223,7,0,9
80,13,7,0,12
653,289,7,0,12
343,22,7,0,12
222,71,7,0,13
1018,848,7,0,15
966,825,7,0,16
2,10,8,0,4
146,2,8,0,5
781,475,8,1,5
148,57,8,0,6
838,647,8,0,6
42,25,8,0,9
371,55,8,0,9
214,21,8,0,10
269,87,8,0,10
1055,842,8,0,10
676,341,8,0,11
28,3,8,0,13
575,233,8,0,13
848,153,8,0,13
760,403,9,0,3
209,57,9,0,4
545,231,9,0,4
626,306,9,1,6
733,408,9,0,7
313,110,9,0,9
1123,840,9,0,9
619,306,9,0,10
116,17,9,0,11
7,1,9,0,11
449,102,9,0,11
1015,826,9,0,12
849,153,9,0,13
622,235,10,0,3
823,723,10,0,4
266,22,10,0,5
457,182,10,0,6
534,172,10,0,6
181,22,10,0,8
463,105,10,1,10
652,243,10,0,10
554,221,10,0,11
602,306,10,0,11
694,385,11,0,4
213,14,11,1,7
254,22,11,0,9
541,178,11,0,10
600,221,11,0,10
692,356,12,1,1
836,786,12,0,2
740,475,12,1,3
425,177,12,1,5
157,35,12,0,7
156,2,12,0,8
415,105,12,0,9
602,305,12,0,9
1013,846,12,0,9
14,2,12,0,13
1058,839,12,0,13
1138,848,12,0,13
178,49,13,0,4
268,22,13,0,6
138,18,13,0,7
737,408,13,0,7
334,55,13,0,9
891,818,13,0,13
986,838,13,0,15
210,30,14,0,2
711,289,14,1,2
530,238,14,1,3
1054,832,14,0,8
647,356,15,1,3
503,199,15,1,5
429,102,15,1,6
843,2,15,0,8
69,15,15,0,12
1020,848,15,0,15
274,102,16,1,1
422,173,16,1,1
663,306,16,0,5
585,223,16,0,7
558,172,16,1,9
12,10,16,0,11
854,153,16,0,14
1021,848,16,0,15
35,3,17,0,13
440,182,18,2,2
502,137,18,1,3
555,200,18,0,7
850,16,18,0,12
270,55,19,0,5
572,187,19,1,7
588,222,19,1,7
30,17,19,0,9
869,807,19,0,15
225,71,20,2,1
294,30,20,0,3
523,199,20,0,7
1055,832,20,0,8
216,55,22,0,3
458,177,22,1,4
44,9,22,0,6
13,13,22,0,9
443,182,24,2,2
477,182,24,2,4
65,4,100,6,1
78,4,59,4,1
106,30,146,13,1
112,8,32,1,1
151,30,84,6,1
333,102,78,6,1
489,199,37,2,1
536,207,45,4,1
615,328,60,5,1
684,304,28,1,1
862,1,45,0,1
981,1,238,6,1
1010,822,26,1,1
1057,830,105,2,1
31,13,77,5,2
77,8,27,2,2
101,22,74,0,2
188,56,60,3,2
247,71,35,2,2
7,22,35,0,2
13,22,66,2,2
464,163,49,3,2
538,238,45,2,2
600,222,41,2,2
615,327,45,0,2
348,1,157,2,2
851,17,149,0,2
958,3,186,5,2
966,1,330,8,2
980,1,213,5,2
986,20,277,4,2
89,30,62,1,3
172,14,63,3,3
223,14,36,2,3
251,65,38,2,3
303,102,50,3,3
336,137,43,2,3
383,77,37,1,3
445,173,29,0,3
541,199,44,4,3
665,360,26,0,3
676,328,27,2,3
688,373,32,3,3
341,20,60,1,3
859,17,258,1,3
1076,832,33,0,3
1099,4,30,0,3
1101,4,60,0,3
1135,844,192,1,3
24,8,35,2,4
68,13,62,1,4
150,22,30,0,4
330,123,27,1,4
447,163,25,0,4
505,202,23,1,4
879,1,190,4,4
886,1,77,0,4
979,817,117,1,4
35,4,61,2,5
248,14,23,0,5
479,117,25,2,5
496,178,37,1,5
907,20,60,0,5
943,8,123,0,5
959,20,120,0,5
32,5,51,1,6
87,15,43,0,6
123,4,55,1,6
352,13,128,0,6
865,8,51,0,6
884,17,42,0,6
918,4,161,0,6
956,830,72,1,6
957,830,90,1,6
1003,817,126,2,6
7,3,11.5,0,7
482,175,25,1,7
495,187,21,1,7
1079,846,39,0,7
1113,847,109,0,7
1127,847,44,0,7
1143,1,211,2,7
82,23,26,0,8
447,105,15.5,1,8
886,814,34,0,8
934,826,27,0,8
998,4,40,0,8
1005,825,53,0,8
966,807,60,0,9
1009,825,56,0,9
1073,842,110,0,9
1085,822,46,0,9
1128,4,33,0,9
913,815,45,0,10
1005,4,50,0,10
850,155,27,0,11
943,154,45,0,11
960,4,30,0,11
1029,846,45,0,11
1039,832,41,0,11
1069,839,46,1,11
857,153,26,0,13
965,154,29,0,13
968,154,29,0,13
1007,154,31,0,13
1000,154,21,0,14
355,24,21,0,15
802,518,1.5,0,16
805,518,1.5,0,21
690,389,0,0,6
656,262,0,0,7
388,105,0,0,8
729,453,0,0,8
825,475,0,0,8
108,35,0,0,9
765,547,0,0,9
108,18,0,0,10
632,238,0,0,10
699,362,0,0,10
740,347,0,0,11
144,50,0,0,12
606,330,0,0,12
620,224,0,0,12
948,825,0,0,12
484,187,0,0,13
712,403,0,0,13
756,418,0,0,13
799,672,0,0,13
1121,817,0,0,13
562,278,0,0,14
40,26,0,0,15
323,151,0,0,15
242,93,0,0,16
373,156,0,0,16
458,192,0,0,16
516,231,0,0,16
546,253,0,0,16
702,362,0,0,16
741,477,0,0,16
973,828,0,0,16
20,12,0,0,17
21,22,0,0,17
40,17,0,0,17
59,26,0,0,17
131,66,0,0,17
200,75,0,0,17
232,21,0,0,17
298,88,0,0,17
792,633,0,0,17
911,16,0,0,17
1061,847,0,0,17
55,24,0,0,18
195,76,0,0,18
303,109,0,0,18
306,84,0,0,18
532,239,0,0,18
608,330,0,0,18
624,290,0,0,18
833,640,0,0,18
1010,154,0,0,18
1058,854,0,0,18
58,27,0,0,19
92,47,0,0,19
145,59,0,0,19
433,77,0,0,19
608,222,0,0,19
625,182,0,0,19
663,357,0,0,19
680,328,0,0,19
834,498,0,0,19
850,15,0,0,19
956,821,0,0,19
977,828,0,0,19
1074,830,0,0,19
1080,854,0,0,19
131,44,0,0,20
155,54,0,0,20
188,68,0,0,20
283,69,0,0,20
461,118,0,0,20
485,110,0,0,20
536,200,0,0,20
620,339,0,0,20
709,404,0,0,20
724,438,0,0,20
809,679,0,0,20
994,845,0,0,20
1069,9,0,0,20
45,16,0,0,21
75,27,0,0,21
185,70,0,0,21
227,69,0,0,21
310,81,0,0,21
331,112,0,0,21
333,112,0,0,21
378,78,0,0,21
454,152,0,0,21
466,123,0,0,21
525,212,0,0,21
536,230,0,0,21
556,258,0,0,21
639,320,0,0,21
731,386,0,0,21
777,541,0,0,21
342,810,0,0,21
885,820,0,0,21
1133,822,0,0,21
1135,822,0,0,21
35,19,0,0,22
68,27,0,0,22
163,65,0,0,22
264,44,0,0,22
286,69,0,0,22
434,119,0,0,22
460,197,0,0,22
462,196,0,0,22
464,152,0,0,22
555,267,0,0,22
622,278,0,0,22
627,182,0,0,22
647,362,0,0,22
707,396,0,0,22
717,394,0,0,22
866,39,0,0,22
910,155,0,0,22
975,18,0,0,22
213,81,0,0,23
238,85,0,0,23
434,158,0,0,23
512,137,0,0,23
530,233,0,0,23
542,152,0,0,23
551,119,0,0,23
555,253,0,0,23
579,291,0,0,23
650,238,0,0,23
694,345,0,0,23
712,309,0,0,23
794,589,0,0,23
812,509,0,0,23
803,643,0,0,23
842,813,0,0,23
1047,850,0,0,23
336,105,0,0,24
373,95,0,0,24
398,145,0,0,24
441,112,0,0,24
447,156,0,0,24
474,201,0,0,24
616,262,0,0,24
617,262,0,0,24
724,383,0,0,24
744,481,0,0,24
783,533,0,0,24
338,810,0,0,24
861,154,0,0,24
961,839,0,0,24
336,114,0,0,25
381,112,0,0,25
613,222,0,0,25
726,418,0,0,25
747,356,0,0,25
757,501,0,0,25
827,723,0,0,25
351,29,0,0,25
87,41,0,0,26
253,93,0,0,26
317,65,0,0,26
403,145,0,0,26
455,173,0,0,26
484,110,0,0,26
556,237,0,0,26
579,293,0,0,26
580,293,0,0,26
593,296,0,0,26
637,342,0,0,26
675,365,0,0,26
766,551,0,0,26
797,578,0,0,26
853,39,0,0,26
248,50,0,0,27
287,110,0,0,27
401,167,0,0,27
481,205,0,0,27
522,177,0,0,27
524,177,0,0,27
542,243,0,0,27
664,340,0,0,27
794,538,0,0,27
257,107,0,0,27
300,125,0,0,28
330,129,0,0,28
432,181,0,0,28
457,195,0,0,28
737,413,0,0,28
769,551,0,0,28
773,347,0,0,28
301,99,0,0,29
317,99,0,0,29
430,186,0,0,29
443,190,0,0,29
450,188,0,0,29
586,291,0,0,29
714,420,0,0,29
723,420,0,0,29
382,165,0,0,30
557,262,0,0,30
630,330,0,0,30
762,477,0,0,30
778,512,0,0,30
826,654,0,0,30
312,122,0,0,31
364,78,0,0,31
371,103,0,0,31
466,156,0,0,31
579,283,0,0,31
779,520,0,0,31
310,105,0,0,32
326,114,0,0,32
368,92,0,0,32
506,140,0,0,32
596,267,0,0,32
832,774,0,0,32
330,101,0,0,33
482,211,0,0,33
533,158,0,0,33
548,229,0,0,33
568,258,0,0,33
614,334,0,0,33
778,529,0,0,33
810,702,0,0,33
823,660,0,0,33
835,526,0,0,33
327,140,0,0,34
492,214,0,0,34
581,297,0,0,34
716,402,0,0,34
773,547,0,0,34
781,586,0,0,34
270,93,0,0,34
563,208,0,0,35
641,342,0,0,35
750,519,0,0,35
797,597,0,0,35
267,95,0,0,35
320,91,0,0,36
832,687,0,0,36
325,149,0,0,37
597,252,0,0,37
811,702,0,0,37
334,152,0,0,38
595,310,0,0,38
651,365,0,0,38
335,152,0,0,39
717,370,0,0,39
823,759,0,0,39
479,90,0,0,40
481,90,0,0,40
689,365,0,0,40
836,653,0,0,40
555,219,0,0,41
585,267,0,0,41
689,393,0,0,41
783,638,0,0,41
831,501,0,0,41
726,429,0,0,41
678,380,0,0,42
596,318,0,0,43
655,330,0,0,43
749,528,0,0,43
586,302,0,0,44
703,417,0,0,44
737,474,0,0,44
748,532,0,0,44
789,630,0,0,44
827,721,0,0,44
541,246,0,0,45
542,246,0,0,45
553,269,0,0,45
641,338,0,0,45
758,551,0,0,45
760,437,0,0,45
769,555,0,0,45
707,412,0,0,46
782,593,0,0,46
801,554,0,0,46
827,770,0,0,46
824,687,0,0,47
798,646,0,0,48
816,653,0,0,48
782,580,0,0,49
803,547,0,0,49
838,771,0,0,49
764,573,0,0,50
814,675,0,0,50
819,724,0,0,50
558,264,0,0,52
788,479,0,0,52
759,552,0,0,55
810,797,0,0,55
791,498,0,0,56
821,675,0,0,56
760,551,0,0,56
821,705,0,0,57
559,247,0,0,58
755,521,0,0,58
823,730,0,0,58
783,592,0,0,59
789,509,0,0,59
804,632,0,0,60
604,256,0,0,61
812,669,0,0,61
829,670,0,0,61
774,449,0,0,62
778,616,0,0,62
795,658,0,0,62
728,447,0,0,62
761,552,0,0,63
838,729,0,0,65
751,341,0,0,68
783,513,0,0,68
791,594,0,0,68
772,543,0,0,69
761,570,0,0,70
783,556,0,0,71
752,503,0,0,73
798,586,0,0,74
832,630,0,0,75
754,501,0,0,79
755,505,0,0,79
576,182,1,0,6
421,172,1,0,8
159,18,1,0,9
545,254,1,0,13
95,44,1,0,14
695,399,1,0,14
518,182,1,0,15
150,37,1,0,16
835,794,1,0,16
185,37,1,0,17
216,75,1,0,17
251,81,1,0,17
312,103,1,0,17
313,103,1,0,17
379,94,1,0,17
394,163,1,0,17
614,278,1,0,17
601,252,1,0,18
617,298,1,0,18
717,403,1,0,18
1128,842,1,0,18
262,105,1,0,19
314,88,1,0,19
589,294,1,0,19
650,341,1,0,19
781,606,1,0,19
510,212,1,0,20
602,230,1,0,20
618,278,1,0,21
751,541,1,0,22
797,519,1,0,23
158,21,2,0,5
710,347,2,0,6
713,347,2,0,10
809,658,2,0,10
713,278,2,0,11
748,347,2,0,11
565,187,2,0,12
778,612,2,0,12
663,341,2,0,13
802,673,2,0,13
813,611,2,0,13
843,814,2,0,14
237,64,2,0,15
647,357,2,0,15
863,817,2,0,15
320,57,2,0,16
688,388,2,0,16
864,817,2,0,16
155,18,2,0,17
320,84,2,0,17
508,222,2,0,19
790,633,2,0,19
482,184,2,0,25
467,182,3,0,4
576,223,3,0,4
90,18,3,0,6
500,206,3,0,8
731,454,3,0,8
309,90,3,0,11
531,178,3,0,11
725,347,3,0,11
796,555,3,0,11
470,197,3,0,12
549,230,3,0,12
901,826,3,0,12
282,121,3,0,13
759,482,3,0,13
830,697,3,0,13
113,43,3,0,14
336,118,3,0,14
383,110,3,0,14
716,347,3,0,14
11,67,3,0,15
598,250,3,0,15
1078,848,3,0,15
218,15,3,0,16
639,243,3,0,16
781,555,3,0,16
797,512,3,0,16
629,250,3,0,17
770,356,3,0,17
477,197,3,0,18
226,30,4,0,6
438,163,4,0,7
487,95,4,0,7
359,127,4,0,8
645,207,4,0,8
669,376,4,0,8
457,176,4,0,10
821,611,4,0,10
1011,842,4,0,10
518,178,4,0,11
636,346,4,0,11
113,17,4,0,12
806,626,4,0,12
927,828,4,0,12
428,185,4,0,13
717,404,4,0,13
806,475,4,0,13
223,25,4,0,14
596,235,4,0,14
782,496,4,0,14
603,187,4,0,16
1062,847,4,0,16
367,133,4,0,17
265,14,4,0,18
1000,840,4,0,18
87,27,4,0,19
1143,855,4,0,20
357,145,5,0,4
504,224,5,0,9
506,224,5,0,10
212,65,5,0,11
615,332,5,0,11
737,394,5,0,11
588,207,5,0,13
1056,4,5,0,13
884,807,5,0,14
256,63,5,0,15
777,554,6,0,2
359,119,6,0,5
670,370,6,0,6
702,385,6,0,6
177,22,6,0,7
880,16,6,0,7
693,387,6,0,8
829,673,6,0,8
612,232,6,0,9
625,278,6,0,9
728,404,6,0,9
171,15,6,0,10
736,356,6,0,10
150,49,6,0,11
617,232,6,0,11
569,233,6,0,12
60,17,6,0,13
84,33,6,0,14
88,25,6,0,16
1004,828,6,0,18
1095,855,6,0,18
146,15,7,0,6
751,404,7,0,6
248,22,7,0,7
489,173,7,0,7
247,44,7,0,8
713,360,7,0,8
534,222,7,0,10
1054,842,7,0,10
216,65,7,0,12
64,35,7,0,13
846,67,7,0,13
557,238,7,0,14
937,828,7,0,17
1006,828,7,0,17
128,18,8,0,5
110,31,8,0,6
396,105,8,0,7
397,105,8,0,7
519,187,8,0,9
1012,825,8,0,9
23,3,8,0,10
154,21,8,0,11
27,3,8,0,12
520,202,8,0,12
83,13,8,0,13
907,818,8,0,14
14,21,8,0,15
15,21,8,0,15
916,826,8,0,15
34,14,8,0,16
483,178,9,1,1
498,178,9,1,1
74,14,9,0,7
725,408,9,0,7
736,408,9,0,8
233,56,9,0,10
1124,840,9,0,10
29,3,9,0,13
1119,807,9,0,16
191,57,10,1,1
226,55,10,0,3
659,360,10,0,5
163,21,10,0,6
754,482,10,0,6
212,57,10,0,8
213,77,10,0,8
283,77,10,0,8
490,119,10,0,8
597,306,10,0,9
272,50,10,0,10
118,21,10,1,11
933,830,10,0,14
132,8,11,0,6
153,35,11,0,7
252,57,11,0,8
253,22,11,0,9
496,212,11,0,10
542,119,11,0,12
741,475,12,1,3
683,345,12,1,3
401,170,12,0,7
618,199,12,0,7
651,223,12,0,8
1015,846,12,0,11
439,118,13,0,2
392,140,13,0,4
664,358,13,0,7
718,360,13,0,7
187,21,13,0,8
125,30,14,1,1
55,8,14,0,3
685,345,14,1,5
697,304,14,0,7
218,14,14,1,8
419,172,14,0,8
432,182,14,1,8
572,200,14,0,8
653,306,14,0,9
1036,842,14,0,13
578,224,15,1,1
622,224,15,1,1
658,289,15,1,2
1010,830,15,0,3
153,31,15,0,6
1082,825,15,0,12
581,250,16,1,3
639,224,16,0,4
566,223,16,1,5
555,172,16,1,8
221,44,16,0,9
1017,817,16,0,9
940,813,16,0,14
502,202,17,1,4
490,172,17,0,5
1019,807,17,0,11
1131,840,17,0,11
352,807,17,0,14
860,20,18,0,2
146,22,18,0,3
93,31,18,0,4
165,21,18,0,5
401,77,18,0,6
928,822,18,0,6
892,815,18,0,12
906,8,18,0,12
998,842,18,0,13
409,137,19,1,4
642,235,19,1,4
151,57,19,1,5
865,155,19,0,12
986,825,19,0,14
519,221,20,1,4
716,386,20,0,4
521,221,20,1,5
136,8,20,0,6
975,13,20,0,10
594,224,22,2,1
790,581,22,2,2
279,71,22,0,3
726,289,22,2,3
247,65,22,1,4
1019,817,22,0,10
93,22,24,0,2
663,360,24,0,2
476,182,24,2,3
954,815,24,0,9
85,17,24,0,11
55,4,28,2,1
83,4,87,6,1
196,57,46,4,1
198,57,50,4,1
230,71,43,4,1
293,95,50,5,1
425,105,31,1,1
520,222,32,2,1
523,222,44,2,1
541,207,64,6,1
617,328,69,5,1
687,304,43,2,1
824,647,36,6,1
888,20,157,4,1
918,1,384,11,1
1076,844,71,2,1
1108,830,255,8,1
117,8,56,1,2
123,8,91,1,2
134,31,34,0,2
197,30,34,2,2
248,71,35,2,2
256,71,69,4,2
281,102,47,3,2
397,102,43,2,2
430,105,53,2,2
537,238,36,1,2
548,182,25,1,2
743,403,29,1,2
728,289,29,2,2
863,1,49,0,2
976,1,139,3,2
991,1,45,0,2
1061,1,177,4,2
1069,1,275.5,5,2
1126,815,103,0,2
1140,846,315,3,2
134,22,32,1,3
169,14,58,3,3
189,49,51,2,3
205,14,52,1,3
435,177,40,2,3
610,327,21,0,3
907,817,83,1,3
1063,846,113,0,3
1077,815,54,0,3
1094,844,275,3,3
1116,1,201,0,3
26,9,46,1,4
52,13,94,3,4
98,15,41,1,4
200,56,32,0,4
284,30,42,0,4
579,200,9.5,1,4
629,235,25,1,4
708,364,25,0,4
50,2,56,0,5
70,8,65,0,5
80,22,29,0,5
123,23,58,2,5
655,328,25,1,5
843,4,26,0,5
845,4,51,0,5
977,8,83,0,5
1003,830,148,1,5
1019,844,120,0,5
1043,844,85,0,5
1044,844,97,0,5
1064,815,108,1,5
1139,832,215,1,5
3,15,8.5,0,6
441,177,11.5,0,6
852,13,74,0,6
934,13,74,0,6
1009,817,170,2,6
1071,844,148,0,6
1118,832,192,1,6
30,15,26,0,7
52,5,30,0,7
105,8,34,1,7
433,137,21,1,7
346,9,83,0,7
871,3,77,1,7
918,13,134,0,7
955,822,52,0,7
1057,832,42,0,7
1134,815,131,0,7
107,11,34,0,8
867,18,49,1,8
1080,822,40,0,8
343,30,34,0,9
351,16,47,0,9
859,16,42,0,9
963,807,50,0,9
1022,8,31,0,9
1115,857,83,0,9
349,30,44,0,10
867,813,29,1,10
890,814,36,0,10
1117,842,56,0,10
1140,807,31,0,10
910,815,29,0,11
958,154,28,0,11
978,13,23,0,11
980,13,27,0,11
1001,839,37,0,11
1037,832,23,0,11
854,155,27,0,12
868,30,23,0,12
958,807,27,0,12
1096,825,25,0,13
1115,848,23,0,13
1026,8,31,0,14
1141,839,23,0,14
584,197,1.5,0,15
709,346,0,0,8
513,200,0,0,10
799,670,0,0,10
808,689,0,0,10
289,127,0,0,11
657,345,0,0,11
880,815,0,0,11
143,50,0,0,12
633,320,0,0,12
126,66,0,0,13
407,123,0,0,13
621,280,0,0,13
719,364,0,0,13
142,18,0,0,14
409,123,0,0,14
438,176,0,0,14
679,374,0,0,14
739,478,0,0,14
949,825,0,0,14
91,45,0,0,15
290,127,0,0,15
485,187,0,0,15
701,364,0,0,15
71,40,0,0,15
1125,848,0,0,15
485,177,0,0,16
543,238,0,0,16
711,346,0,0,16
730,454,0,0,16
226,73,0,0,17
293,81,0,0,17
2,12,0,0,17
41,22,0,0,17
376,110,0,0,17
637,307,0,0,17
645,293,0,0,17
738,404,0,0,17
778,476,0,0,17
1031,825,0,0,17
21,12,0,0,18
96,32,0,0,18
441,172,0,0,18
834,633,0,0,18
338,67,0,0,18
841,5,0,0,18
842,5,0,0,18
887,821,0,0,18
894,822,0,0,18
1014,841,0,0,18
1121,842,0,0,18
119,50,0,0,19
120,50,0,0,19
129,11,0,0,19
151,41,0,0,19
168,48,0,0,19
3,9,0,0,19
12,6,0,0,19
379,133,0,0,19
532,197,0,0,19
762,456,0,0,19
954,835,0,0,19
974,4,0,0,19
1011,154,0,0,19
50,24,0,0,20
167,2,0,0,20
199,44,0,0,20
312,123,0,0,20
16,12,0,0,20
417,118,0,0,20
457,197,0,0,20
487,192,0,0,20
576,172,0,0,20
638,320,0,0,20
710,408,0,0,20
